rank,slug,canonical_name,downloads,installs,stars,source,category,publisher,publisher_verified,certified_name,upstream_url,created_at,updated_at,version,description,description_zh
632,ascent1,@org-02qudk26/ascent1,427,0,0,enterprise,education,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-18,2026-08-25,1.0.0,Planning career strategy for job change/side-business/independence. Owns self-an,Planning career strategy for job change/side-business/independence. Owns self-an
633,javascript-pro,@org-02qudk26/javascript-pro,426,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-26,1.0.0,掌握包含 ES6+、异步模式和 Node.js API 的现代 JavaScript。处理 Promise、事件循环和浏览器/Node 兼容性。在 JavaSc,掌握包含 ES6+、异步模式和 Node.js API 的现代 JavaScript。处理 Promise、事件循环和浏览器/Node 兼容性。在 JavaSc
634,scientific-brainstorming,@org-02qudk26/scientific-brainstorming,426,0,0,enterprise,professional,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-25,1.0.0,富有创意的科研构思与探索。适用于开放式头脑风暴、探索跨学科联系、挑战既有假设，或识别研究空白。最适合尚无具体观测数据、处于早期研究规划阶段时使用。若要基于数据提,富有创意的科研构思与探索。适用于开放式头脑风暴、探索跨学科联系、挑战既有假设，或识别研究空白。最适合尚无具体观测数据、处于早期研究规划阶段时使用。若要基于数据提
635,fundus-images-ai-analysis,@tencent-adm/fundus-images-ai-analysis,426,10,1,enterprise,professional,腾讯健康觅影团队,true,腾讯科技（深圳）有限公司,,2026-04-14,2026-08-25,1.0.4,眼底 AI 多病种分析服务（Fundus Images AI Analysis）。当用户需要上传眼底图像进行 AI 诊断、查询眼底诊断结果、分析眼底图片时使用。支持眼底图像上传（JPEG/PNG/DICOM，单文件≤5MB）和诊断结果查询。触发词：眼底诊断、眼底分析、眼底图片、AI诊断眼底、查眼底。,眼底 AI 多病种分析服务（Fundus Images AI Analysis）。当用户需要上传眼底图像进行 AI 诊断、查询眼底诊断结果、分析眼底图片时使用。支持眼底图像上传（JPEG/PNG/DICOM，单文件≤5MB）和诊断结果查询。触发词：眼底诊断、眼底分析、眼底图片、AI诊断眼底、查眼底。
636,microsoft-foundry,@org-02qudk26/microsoft-foundry,424,0,0,enterprise,it-ops-security,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-25,1.0.0,Microsoft Foundry（又名Azure AI Foundry）开发的专业知识，包括故障排除、最佳实践、决策制定、架构与设计模式、限制与配额、安全性、,Microsoft Foundry（又名Azure AI Foundry）开发的专业知识，包括故障排除、最佳实践、决策制定、架构与设计模式、限制与配额、安全性、
637,vidu-generation-2,@vidu/vidu-generation-2,423,0,1,enterprise,design-media,北京生数科技股份有限公司,false,,,2026-05-19,2026-08-25,1.2.0,Vidu AI 视频/图片/音频生成。支持文生视频、图生视频、参考生视频、图片生成、TTS语音合成、声音复刻。对话式调用，自动识别意图。,Vidu AI 视频/图片/音频生成。支持文生视频、图生视频、参考生视频、图片生成、TTS语音合成、声音复刻。对话式调用，自动识别意图。
638,cs-obsidian,@org-zzl567pv/cs-obsidian,423,0,0,enterprise,knowledge-management,CS工作室,false,,,2026-05-18,2026-08-25,1.0.2,描述-obsidian-0608-02,描述-obsidian-0608-02
639,8d-report-assistant,@engicool/8d-report-assistant,420,0,1,enterprise,business-ops,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-25,1.1.0,8D问题解决报告生成工具，采用分步引导+对话式信息收集模式，生成结构化详细报告，适用于汽车等行业质量问题分析场景；覆盖D1-D8八大步骤,8D问题解决报告生成工具，采用分步引导+对话式信息收集模式，生成结构化详细报告，适用于汽车等行业质量问题分析场景；覆盖D1-D8八大步骤
640,kunlun-peixun,@kunlungrowth/kunlun-peixun,419,0,0,enterprise,education,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-08-03,2026-08-26,1.1.0,培训企业培训AI：从能力地图、课程大纲、讲义到考核与陪练，设计可落地的员工培训方案。覆盖新人训/产品训/合规训,培训企业培训AI：从能力地图、课程大纲、讲义到考核与陪练，设计可落地的员工培训方案。覆盖新人训/产品训/合规训
641,medical-evidence-integration-and-information-verification,@baitongai/medical-evidence-integration-and-information-verification,417,0,0,enterprise,professional,百通AI服务平台,true,北京赛柏蓝科技有限公司,,2026-07-16,2026-08-26,1.0.0,医学证据策略顾问技能，用于通过系统化文献检索、循证医学证据分级评价、多维数据整合与传播信息交叉验证的方法， 完成目标医药产品全部传播声明所依赖的医学证据链条的构建与审核，以达成品牌传播信息的医学严谨性、科学可信性与监管合规性零缺陷。 当用户提出以下意图时触发： 医学证据整合、医学信息验证、证据-声明匹配审核、循证医学证据评价、 传播声明证据审核、医学文献系统检索、GRADE证据评级、证据质量评价、,医学证据策略顾问技能，用于通过系统化文献检索、循证医学证据分级评价、多维数据整合与传播信息交叉验证的方法， 完成目标医药产品全部传播声明所依赖的医学证据链条的构建与审核，以达成品牌传播信息的医学严谨性、科学可信性与监管合规性零缺陷。 当用户提出以下意图时触发： 医学证据整合、医学信息验证、证据-声明匹配审核、循证医学证据评价、 传播声明证据审核、医学文献系统检索、GRADE证据评级、证据质量评价、
642,minigame-i18n,@tencent-adm/minigame-i18n,417,0,1,enterprise,dev-programming,微信小游戏团队,true,腾讯科技（深圳）有限公司,,2026-05-19,2026-08-26,1.0.1,"微信小游戏出海本地化翻译技能。帮助国内微信小游戏完成国际化（i18n），支持从中文翻译到英语、韩语、泰语等目标语言。 当用户提到以下任何场景时，请使用本技能： - ""本地化""、""国际化""、""i18n""、""翻译""、""出海""、""多语言"" - ""把游戏翻译成英文/韩文/泰文"" - ""小游戏出海""、""游戏本地化"" - ""提取中文文本""、""扫描项目中的中文"" - ""生成语言包""、""替换中文文本"" - ""翻","微信小游戏出海本地化翻译技能。帮助国内微信小游戏完成国际化（i18n），支持从中文翻译到英语、韩语、泰语等目标语言。 当用户提到以下任何场景时，请使用本技能： - ""本地化""、""国际化""、""i18n""、""翻译""、""出海""、""多语言"" - ""把游戏翻译成英文/韩文/泰文"" - ""小游戏出海""、""游戏本地化"" - ""提取中文文本""、""扫描项目中的中文"" - ""生成语言包""、""替换中文文本"" - ""翻"
643,batch-invoice-verify,@org-422lyynw/batch-invoice-verify,417,0,0,enterprise,professional,柠檬云,true,深圳易财信息技术有限公司,,2026-07-02,2026-08-26,1.0.4,柠檬云面向企业财务场景的制作的发票批处理AI助手，实现发票批量查验、重复报销风险识别及台账自动生成与维护。 本 Skill 面向财务批量发票处理场景，自动多格式发票识别、真伪核验、查重风控，一键输出标准化发票台账，一站式解决人工逐票核对、重复报销管控难题。 多格式发票自动扫描提取：自动读取文件夹内 PDF、OFD、图片类发票文件，过滤非发票文件； 发票真伪核验+重复报销风险识别：实时连接发票查验系,柠檬云面向企业财务场景的制作的发票批处理AI助手，实现发票批量查验、重复报销风险识别及台账自动生成与维护。 本 Skill 面向财务批量发票处理场景，自动多格式发票识别、真伪核验、查重风控，一键输出标准化发票台账，一站式解决人工逐票核对、重复报销管控难题。 多格式发票自动扫描提取：自动读取文件夹内 PDF、OFD、图片类发票文件，过滤非发票文件； 发票真伪核验+重复报销风险识别：实时连接发票查验系
644,cn-xlsx,@org-02qudk26/cn-xlsx,417,0,0,enterprise,office-efficiency,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-26,1.0.0,当电子表格文件是主要输入或输出时，请使用此技能,当电子表格文件是主要输入或输出时，请使用此技能
645,kunlun-doc-parsing,@kunlungrowth/kunlun-doc-parsing,417,0,0,enterprise,office-efficiency,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-08-02,2026-08-26,1.1.1,文档解析把 PDF、扫描件、表格、合同变成结构化数据的工程化解析工作台。 也适用于以下说法：PDF解析、文档抽取、版面识别、OCR识别、非结构化数据处理、文档结构化、表格抽取。 覆盖链路：文档分型 → 通道选择 → 版面还原 → 字段抽取 → 校验纠错 → 质量抽检。 内置方法论：文档四分型法、通道递进原则、锚点抽取三段式、勾稽校验法。 能力模块：文档分型、通道选择、版面还原、字段抽取、校验纠错、,文档解析把 PDF、扫描件、表格、合同变成结构化数据的工程化解析工作台。 也适用于以下说法：PDF解析、文档抽取、版面识别、OCR识别、非结构化数据处理、文档结构化、表格抽取。 覆盖链路：文档分型 → 通道选择 → 版面还原 → 字段抽取 → 校验纠错 → 质量抽检。 内置方法论：文档四分型法、通道递进原则、锚点抽取三段式、勾稽校验法。 能力模块：文档分型、通道选择、版面还原、字段抽取、校验纠错、
646,cofco-zlqh-skill,@org-8n1sv6ta/cofco-zlqh-skill,417,0,0,enterprise,professional,中粮期货有限公司,false,,,2026-06-17,2026-08-26,1.0.10,中粮期货官方助手。提供公司背景及营业部信息查询，交易日历查询，交割备忘录查询，支持开户咨询及客户预约开户服务，支持期货模拟交易下单、撤单，支持查询模拟交易信息和模拟账户信息等功能。,中粮期货官方助手。提供公司背景及营业部信息查询，交易日历查询，交割备忘录查询，支持开户咨询及客户预约开户服务，支持期货模拟交易下单、撤单，支持查询模拟交易信息和模拟账户信息等功能。
647,edu-paper-builder,@kunlungrowth/edu-paper-builder,417,0,1,enterprise,education,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-07-29,2026-08-26,1.2.1,面向中小学教师的智能组卷与试卷生成助手，基于题库按知识点与难度分布命题，支持章节测验、期中期末、错题组卷与模拟考试，自动产出试卷、答案与评分标准。触发词：智能组卷、试卷生成、题库、命题、难度分布、错题组卷、期中考试卷、期末考试卷。,面向中小学教师的智能组卷与试卷生成助手，基于题库按知识点与难度分布命题，支持章节测验、期中期末、错题组卷与模拟考试，自动产出试卷、答案与评分标准。触发词：智能组卷、试卷生成、题库、命题、难度分布、错题组卷、期中考试卷、期末考试卷。
648,ad-creative-zh,@org-02qudk26/ad-creative-zh,416,0,0,enterprise,content-creation,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-25,1.0.0,规模化生成并迭代广告创意。,规模化生成并迭代广告创意。
649,dotnet-architect,@org-02qudk26/dotnet-architect,416,0,1,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-25,1.0.0,.NET 后端架构、C#/ASP.NET Core 与企业应用模式专家。,.NET 后端架构、C#/ASP.NET Core 与企业应用模式专家。
650,douyin-weekly-surge-pro,@redfox-data/douyin-weekly-surge-pro,416,0,0,enterprise,data-analysis,红狐数据,false,,,2026-06-05,2026-08-25,1.0.1,抖音七日点赞飙升榜查询工具。周度收录全平台抖音作品，输出七日新增点赞TOP50榜单，支持按赛道分类查询、历史日期回溯（最多30天）。当用户查询抖音七日飙升榜、抖音周榜飙升、抖音七日点赞飙升、抖音周度飙升榜时使用。触发词：抖音七日飙升榜、七日点赞飙升、周度飙升排名、周榜飙升、抖音七日新增、抖音周榜飙升。,抖音七日点赞飙升榜查询工具。周度收录全平台抖音作品，输出七日新增点赞TOP50榜单，支持按赛道分类查询、历史日期回溯（最多30天）。当用户查询抖音七日飙升榜、抖音周榜飙升、抖音七日点赞飙升、抖音周度飙升榜时使用。触发词：抖音七日飙升榜、七日点赞飙升、周度飙升排名、周榜飙升、抖音七日新增、抖音周榜飙升。
651,iso-13485-qms-planning,@engicool/iso-13485-qms-planning,415,0,2,enterprise,professional,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-26,1.1.0,医疗器械质量管理体系策划；帮助用户建立ISO13485合规体系、设计质量方针目标、策划组织架构、编写体系文件、规划内审与管理评审,医疗器械质量管理体系策划；帮助用户建立ISO13485合规体系、设计质量方针目标、策划组织架构、编写体系文件、规划内审与管理评审
652,3d-web-experience-zh,@org-02qudk26/3d-web-experience-zh,415,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-25,1.0.0,使用 Three.js / R3F / Spline 构建 Web 端 3D 体验。,使用 Three.js / R3F / Spline 构建 Web 端 3D 体验。
653,gfetfrank,@org-mijzrode/gfetfrank,415,0,2,enterprise,professional,广发证券,true,广发证券股份有限公司,,2026-06-12,2026-08-25,1.0.0,广发证券ETF排行查询工具，支持涨跌幅、换手率、主力资金、申赎、溢价率等多维度ETF榜单数据查询,广发证券ETF排行查询工具，支持涨跌幅、换手率、主力资金、申赎、溢价率等多维度ETF榜单数据查询
654,remotion-best-practices-zh,@org-02qudk26/remotion-best-practices-zh,414,0,1,enterprise,design-media,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-25,1.0.0,Remotion 最佳实践 - 在 React 中创建视频,Remotion 最佳实践 - 在 React 中创建视频
655,quality-monthly-report,@engicool/quality-monthly-report,412,0,2,enterprise,office-efficiency,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-26,1.1.0,基于质量月度数据生成专业的质量月报；当用户需要生成质量月报、汇总月度测试成果、进行多月数据对比分析时使用,基于质量月度数据生成专业的质量月报；当用户需要生成质量月报、汇总月度测试成果、进行多月数据对比分析时使用
656,ad-traffic,@org-fq6oz6ky/ad-traffic,412,0,0,enterprise,business-ops,婵梦科技,true,杭州婵梦传媒科技有限公司,,2026-07-15,2026-08-26,1.0.0,覆盖DOU+、千川和巨量引擎投放，提供账户搭建、定向出价、素材测试、数据诊断、搜索流量优化及投流与IP协同增长方案。,覆盖DOU+、千川和巨量引擎投放，提供账户搭建、定向出价、素材测试、数据诊断、搜索流量优化及投流与IP协同增长方案。
657,polyv-live,,412,0,2,enterprise,business-ops,保利威,true,易方信息科技股份有限公司,,2026-06-17,2026-08-25,1.0.9,保利威官方 skill。通过 npm 发布版 polyv-live-cli 管理保利威云直播服务。用于查询或管理直播频道、推流地址和状态、商品、优惠券、回放、文档、场次、聊天、签到、问答、问卷、抽奖、打赏、观众、观看条件、白名单、平台设置、播放器、卡片推送、推广渠道、转播频道、AI 数字人、监控面板、场景初始化和直播统计。,保利威官方 skill。通过 npm 发布版 polyv-live-cli 管理保利威云直播服务。用于查询或管理直播频道、推流地址和状态、商品、优惠券、回放、文档、场次、聊天、签到、问答、问卷、抽奖、打赏、观众、观看条件、白名单、平台设置、播放器、卡片推送、推广渠道、转播频道、AI 数字人、监控面板、场景初始化和直播统计。
658,anquan-wen-an-xia,@org-safetychen/anquan-wen-an-xia,411,0,0,enterprise,content-creation,安全陈工,false,,,2026-05-25,2026-08-25,1.8.0,安全陈工专属内容写作技能。触发词：文案虾、写作、大纲生成、初稿写作、文章润色、多平台改写。适用于安全生产/加油加气站/LNG/特种\,安全陈工专属内容写作技能。触发词：文案虾、写作、大纲生成、初稿写作、文章润色、多平台改写。适用于安全生产/加油加气站/LNG/特种\
659,tencentcloud-cls,@tencent-adm/tencentcloud-cls,410,0,1,enterprise,it-ops-security,腾讯云CLS,true,腾讯科技（深圳）有限公司,,2026-06-12,2026-08-26,1.0.2,腾讯云日志服务 CLS 技能。支持 CQL 日志检索、上下文查看、日志主题/日志集查看、机器组与机器状态查看、采集规则查看、日志直方图、指标采集与 PromQL 查询、告警策略与告警历史分析。,腾讯云日志服务 CLS 技能。支持 CQL 日志检索、上下文查看、日志主题/日志集查看、机器组与机器状态查看、采集规则查看、日志直方图、指标采集与 PromQL 查询、告警策略与告警历史分析。
660,kaoyan-planner,@douease/kaoyan-planner,410,0,0,enterprise,education,抖易团队DouEase,true,山东抖易网络科技有限公司,,2026-07-21,2026-08-26,1.0.0,考研择校与备考规划一站式解决方案。当用户提到考研、择校、报录比、复试线、国家线、学硕、专硕、非全日制、全日制、考研英语、考研数学、考研政治、专业课、真题、一战、二战、调剂、复试、初试、备考计划、学习计划、复习规划、在职考研、跨考、跨专业、上岸、目标院校、研究生、读研、肖四肖八、英语一、英语二、数一数二数三时使用本技能。核心能力：六维择校决策矩阵打分（本科背景匹配度、专业实力、城市就业、报录比、复试,考研择校与备考规划一站式解决方案。当用户提到考研、择校、报录比、复试线、国家线、学硕、专硕、非全日制、全日制、考研英语、考研数学、考研政治、专业课、真题、一战、二战、调剂、复试、初试、备考计划、学习计划、复习规划、在职考研、跨考、跨专业、上岸、目标院校、研究生、读研、肖四肖八、英语一、英语二、数一数二数三时使用本技能。核心能力：六维择校决策矩阵打分（本科背景匹配度、专业实力、城市就业、报录比、复试
661,director-screenwriter-master,@org-bzwfrdvh/director-screenwriter-master,405,0,1,enterprise,content-creation,AIPDD,true,上海灏曦信息技术有限公司,,2026-08-14,2026-08-26,1.0.4,短剧导演编剧大师技能包，基于 AI 短剧研发全量评估体系，覆盖：短剧选题立项、故事优化升级（故事核/冲突/爽点/人物/结构诊断与打磨）、故事改编为优秀剧本、短故事扩写为短剧IP入库投稿材料（故事总梗概/人物小传/分集大纲/前30集正文）、导演思维与分镜/视听设计、多种导演风格选择与创作、剧本全量评估与改稿。当用户要求短剧选题/题材评估、优化故事/大纲/点子、将故事或 IP 改编成剧本、红果IP投稿,短剧导演编剧大师技能包，基于 AI 短剧研发全量评估体系，覆盖：短剧选题立项、故事优化升级（故事核/冲突/爽点/人物/结构诊断与打磨）、故事改编为优秀剧本、短故事扩写为短剧IP入库投稿材料（故事总梗概/人物小传/分集大纲/前30集正文）、导演思维与分镜/视听设计、多种导演风格选择与创作、剧本全量评估与改稿。当用户要求短剧选题/题材评估、优化故事/大纲/点子、将故事或 IP 改编成剧本、红果IP投稿
662,java-pro,@org-02qudk26/java-pro,405,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-26,1.0.0,精通 Java 21+，掌握虚拟线程、模式匹配和 Spring Boot 3.x 等现代特性。是 Java 生态系统（包括 GraalVM、Project Lo,精通 Java 21+，掌握虚拟线程、模式匹配和 Spring Boot 3.x 等现代特性。是 Java 生态系统（包括 GraalVM、Project Lo
663,vidu-image-generate-2,@vidu/vidu-image-generate-2,405,0,0,enterprise,design-media,北京生数科技股份有限公司,false,,,2026-05-19,2026-08-26,1.2.0,Vidu开放平台的图片生成能力，支持文生图、参考生图、图片编辑，支持使用Vidu开放平台提供的所有模型版本。,Vidu开放平台的图片生成能力，支持文生图、参考生图、图片编辑，支持使用Vidu开放平台提供的所有模型版本。
664,playwright-skill-zh,@org-02qudk26/playwright-skill-zh,405,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-25,1.0.0,# Playwright 测试自动化 ## 第 1 步 — 确定执行目标 在编写任何代码之前决定： | 用户说... | 目标 | 操作 | |---|---|,# Playwright 测试自动化 ## 第 1 步 — 确定执行目标 在编写任何代码之前决定： | 用户说... | 目标 | 操作 | |---|---|
665,miniapp-single-canvas-ui-group-generator-showapi,@showapi/miniapp-single-canvas-ui-group-generator-showapi,404,0,0,enterprise,design-media,万维易源,true,昆明秀派科技有限公司,,2026-08-17,2026-08-26,1.0.0,解析用户需求，在单一图像内直接生成包含多个UI界面的完整小程序设计稿组图，规避拼接与风格不一致痛点，适用于小程序UI设计、多界面原型生成、高保真设计稿交付场景,解析用户需求，在单一图像内直接生成包含多个UI界面的完整小程序设计稿组图，规避拼接与风格不一致痛点，适用于小程序UI设计、多界面原型生成、高保真设计稿交付场景
666,c-pro,@org-02qudk26/c-pro,404,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-26,1.0.0,编写高效的 C 代码，具备正确的内存管理、指针算术与系统调用能力。处理嵌入式系统、内核模块与性能关键代码。在 C 优化、内存问题或系统编程方面主动使用。,编写高效的 C 代码，具备正确的内存管理、指针算术与系统调用能力。处理嵌入式系统、内核模块与性能关键代码。在 C 优化、内存问题或系统编程方面主动使用。
667,fmea-assistant,@engicool/fmea-assistant,404,0,2,enterprise,professional,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-25,1.1.0,辅助FMEA 2019版分析；帮助用户完成失效模式识别、RPN计算、风险等级评估与预防措施跟踪；支持DFMEA、PFMEA、SFMEA全场景,辅助FMEA 2019版分析；帮助用户完成失效模式识别、RPN计算、风险等级评估与预防措施跟踪；支持DFMEA、PFMEA、SFMEA全场景
668,qodex-ai-ai-agent-skills-video-archival-system,@org-eyw2ohcx/qodex-ai-ai-agent-skills-video-archival-system,403,0,0,enterprise,design-media,RealQ,true,义乌市瑞气电子商务商行（个体工商户）,,2026-08-21,2026-08-26,1.0.0,Download and archive YouTube video content. Retrieves videos with metadata while respecting platform policies.,Download and archive YouTube video content. Retrieves videos with metadata while respecting platform policies.
669,vidu-template-generate2,@vidu/vidu-template-generate2,403,0,1,enterprise,design-media,北京生数科技股份有限公司,false,,,2026-05-20,2026-08-25,2.1.0,Vidu开放平台的特效生成能力，内置400+特效模板，涵盖：变身，转绘，趣味，节日，搞怪等风格的400+特效模板，支持使用Vidu开放平台提供的所有特效。,Vidu开放平台的特效生成能力，内置400+特效模板，涵盖：变身，转绘，趣味，节日，搞怪等风格的400+特效模板，支持使用Vidu开放平台提供的所有特效。
670,tencent-delivery,@tencent-adm/tencent-delivery,402,0,0,enterprise,life-service,腾讯出行服务,true,腾讯科技（深圳）有限公司,,2026-05-29,2026-08-25,1.0.1,"Books same-city on-demand courier delivery (pickup-and-deliver within 2 hours, typically small parcels <30kg) via Tencent Mobility MCP. Use this skill when the user asks to physically move an item bet","Books same-city on-demand courier delivery (pickup-and-deliver within 2 hours, typically small parcels <30kg) via Tencent Mobility MCP. Use this skill when the user asks to physically move an item bet"
671,literature-review-zh,@org-02qudk26/literature-review-zh,401,0,0,enterprise,knowledge-management,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-25,1.0.0,使用多个学术数据库（PubMed、arXiv、bioRxiv、Semantic Scholar等）进行全面的系统性文献综述。此技能应用于进行系统性文献综述、荟萃,使用多个学术数据库（PubMed、arXiv、bioRxiv、Semantic Scholar等）进行全面的系统性文献综述。此技能应用于进行系统性文献综述、荟萃
672,video-analyzer-2,@vidu/video-analyzer-2,401,0,1,enterprise,design-media,北京生数科技股份有限公司,false,,,2026-05-19,2026-08-25,1.2.0,上传视频文件，视觉模型智能分析视频主题并生成分析报告，并返回视频高光帧，高光帧数量可选。适用于广告，娱乐，游戏等行业（默认返回3张）。,上传视频文件，视觉模型智能分析视频主题并生成分析报告，并返回视频高光帧，高光帧数量可选。适用于广告，娱乐，游戏等行业（默认返回3张）。
673,tiandao-hulai-diviation,@tiandaox/tiandao-hulai-diviation,401,0,1,enterprise,life-service,天道,false,,,2026-06-16,2026-08-25,1.0.0,"这是一个趣味卜卦算命skill，为用户提供娱乐性的卦象命理解读服务。当用户说""算一卦""、""卜卦""、""占卜""、""今日运势""、""测一测""等关键词时触发此skill。支持八卦主卦象、场景化卦象和自定义问题卦象三种模式。适用于工作之余的娱乐放松、社交互动等场景。","这是一个趣味卜卦算命skill，为用户提供娱乐性的卦象命理解读服务。当用户说""算一卦""、""卜卦""、""占卜""、""今日运势""、""测一测""等关键词时触发此skill。支持八卦主卦象、场景化卦象和自定义问题卦象三种模式。适用于工作之余的娱乐放松、社交互动等场景。"
674,trademark-infringement-analysis,@huiningip/trademark-infringement-analysis,401,0,1,enterprise,professional,佛山辉宁知识产权服务有限公司,true,佛山辉宁知识产权服务有限公司,,2026-07-08,2026-08-25,2.10.0,商标侵权判断分析技能。触发词：商标侵权、侵权判断、商标近似、混淆可能性、商标案件分析、字号突出使用、域名侵权、商标检索。适用场景：代理人侵权判断、客户风险咨询、商标相同/近似性判断、混淆可能性分析、商标注册检索。严格依据《商标法》（2026修订·2027.1.1施行）、《商标侵权判断标准》（国知发保字〔2020〕23号）及《商标审查审理指南》（2021版）执行。,商标侵权判断分析技能。触发词：商标侵权、侵权判断、商标近似、混淆可能性、商标案件分析、字号突出使用、域名侵权、商标检索。适用场景：代理人侵权判断、客户风险咨询、商标相同/近似性判断、混淆可能性分析、商标注册检索。严格依据《商标法》（2026修订·2027.1.1施行）、《商标侵权判断标准》（国知发保字〔2020〕23号）及《商标审查审理指南》（2021版）执行。
675,backend-development,@kunlungrowth/backend-development,400,0,1,enterprise,dev-programming,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-07-26,2026-08-26,1.0.0,用现代技术栈设计 API、鉴权、数据库与可扩展的后端系统。,用现代技术栈设计 API、鉴权、数据库与可扩展的后端系统。
676,douyin-content-surge-pro,@redfox-data/douyin-content-surge-pro,400,0,0,enterprise,data-analysis,红狐数据,false,,,2026-06-05,2026-08-25,1.0.1,抖音每日点赞飙升榜查询工具。日度收录全平台抖音作品，输出单日新增点赞TOP50榜单，支持按赛道分类查询、历史日期回溯（最多30天）。当用户查询抖音飙升榜、抖音点赞飙升、抖音飙升排名、抖音飙升榜时使用。触发词：抖音飙升榜、点赞飙升、飙升排名、飙升榜、抖音飙升、抖音新增。,抖音每日点赞飙升榜查询工具。日度收录全平台抖音作品，输出单日新增点赞TOP50榜单，支持按赛道分类查询、历史日期回溯（最多30天）。当用户查询抖音飙升榜、抖音点赞飙升、抖音飙升排名、抖音飙升榜时使用。触发词：抖音飙升榜、点赞飙升、飙升排名、飙升榜、抖音飙升、抖音新增。
677,drawing-diff-analyzer,@engicool/drawing-diff-analyzer,399,0,1,enterprise,professional,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-26,1.1.0,自动对比2D图纸与3D模型的尺寸、轮廓差异；输出JSON和Markdown格式差异报告；支持直径符号和几何公差识别；适用于设计评审阶段快速发现图纸不一致问题,自动对比2D图纸与3D模型的尺寸、轮廓差异；输出JSON和Markdown格式差异报告；支持直径符号和几何公差识别；适用于设计评审阶段快速发现图纸不一致问题
678,agora1,@org-02qudk26/agora1,399,0,0,enterprise,education,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-18,2026-08-25,1.0.0,"Designing learning and curriculum content. Authors measurable objectives, prereq","Designing learning and curriculum content. Authors measurable objectives, prereq"
679,video-account-ops,@kunlungrowth/video-account-ops,398,0,0,enterprise,content-creation,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-08-02,2026-08-26,1.0.0,视频号和抖音玩法不一样？教你利用视频号的'社交推荐+私域'特性：引导朋友点赞破圈、和公众号/社群联动、做中老年友好的内容。,视频号和抖音玩法不一样？教你利用视频号的'社交推荐+私域'特性：引导朋友点赞破圈、和公众号/社群联动、做中老年友好的内容。
680,hr-system-job-description-consistency-review,@baitongai/hr-system-job-description-consistency-review,398,0,0,enterprise,office-efficiency,百通AI服务平台,true,北京赛柏蓝科技有限公司,,2026-07-22,2026-08-26,1.0.0,跨文件审校 HR 制度、岗位说明书、组织架构与质量体系文件中岗位职责、术语、版本的一致性，输出按 4 级风险（高/中/低/信息提示）分级的冲突清单、证据位置、合规红线建议和待法务/QA 决策项。支持部门级全量巡检和岗位级定向审校两种模式，可按职责/术语/版本维度独立筛选。当用户上传人事/组织/质量多份受控文件并要求核验职责、术语、版本是否对得齐时使用。,跨文件审校 HR 制度、岗位说明书、组织架构与质量体系文件中岗位职责、术语、版本的一致性，输出按 4 级风险（高/中/低/信息提示）分级的冲突清单、证据位置、合规红线建议和待法务/QA 决策项。支持部门级全量巡检和岗位级定向审校两种模式，可按职责/术语/版本维度独立筛选。当用户上传人事/组织/质量多份受控文件并要求核验职责、术语、版本是否对得齐时使用。
681,exploratory-data-analysis,@org-02qudk26/exploratory-data-analysis,398,0,0,enterprise,data-analysis,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-25,1.0.0,对涵盖 200 多种文件格式的科学数据文件执行全面的探索性数据分析。当分析任何科学数据文件以了解其结构、内容、质量和特征时应使用此技能。自动检测文件类型并生成包,对涵盖 200 多种文件格式的科学数据文件执行全面的探索性数据分析。当分析任何科学数据文件以了解其结构、内容、质量和特征时应使用此技能。自动检测文件类型并生成包
